articleId,channelId,sourceId,title,publishDate,passedPreFilter,preFilterReason,fromCache,calledAi,durationMs,tokens,isActivity,confidence,type,activityTitle,startAt,endAt,location,registration,summary,isActivity
51112,announcement,gwt-xingzheng,. 关于开展树立和践行正确政绩观学习教育专题网络培训的通知,4/17/2026,FALSE,,FALSE,TRUE,601,484,FALSE,0.2,,,,,,,,1
51111,announcement,gwt-xuegong,. 关于2026年秋季学期德国肯普滕应用技术大学交换项目报名的通知,4/17/2026,TRUE,title:交换项目,FALSE,TRUE,607,489,FALSE,0.2,,,,,,,,1
51110,announcement,gwt-xuegong,. 关于2026年秋季学期德国富尔达应用技术大学交换项目报名的通知,4/17/2026,TRUE,title:交换项目,FALSE,TRUE,776,489,FALSE,0.2,,,,,,,,1
51108,announcement,gwt-xiaoyuan,. 关于防范校园蛇类伤害的安全提示,4/17/2026,FALSE,,FALSE,TRUE,709,477,FALSE,0.1,,,,,,,,0
51107,announcement,gwt-xuegong,. 关于2026年秋季学期德国兰茨胡特应用技术大学交换项目报名的通知,4/17/2026,TRUE,title:交换项目,FALSE,TRUE,650,490,FALSE,0.2,,,,,,,,1
51106,announcement,gwt-xingzheng,. 关于开展学校“党建好案例、书记好党课、党员好榜样”展评活动的通知,4/17/2026,TRUE,body:参加+date,FALSE,TRUE,649,2374,FALSE,0.2,,,,,,,,1
51105,announcement,gwt-keyan,. 关于工程物理学院蒋轲老师《相对论强流电子束在低密度多孔材料中的超通道输运及辐射特征研究》项目拨付测试化验加工费的公示,4/17/2026,FALSE,,FALSE,TRUE,722,796,FALSE,0.1,,,,,,,,0
51104,announcement,gwt-keyan,. 关于中德智能制造学院龚梦成老师《扫描激光-电弧复合增材制造智能装备与关键技术研究》项目拨付测试化验加工费的公示,4/17/2026,FALSE,,FALSE,TRUE,609,504,FALSE,0.2,,,,,,,,0
51103,announcement,gwt-keyan,. 关于未来技术学院唐定远老师《稀士掺杂倍半氧化物基激光陶瓷中的色心及特性研究》项目拨付测试化验加工费的公示,4/17/2026,FALSE,,FALSE,TRUE,711,506,FALSE,0.2,,,,,,,,0
51102,announcement,gwt-keyan,. 关于中德智能制造学院姚志富老师《激光增材制造用新型高性能高温高熵合金设计及性能研究》项目拨付测试化验加工费的公示,4/17/2026,FALSE,,FALSE,TRUE,618,505,FALSE,0.2,,,,,,,,0
51101,announcement,gwt-xuegong,. 关于开展2024-2025学年“启德留学专项”奖学金评选的通知,4/17/2026,FALSE,,FALSE,TRUE,696,492,FALSE,0.2,,,,,,,,0
51100,announcement,gwt-keyan,. 关于新材料与新能源学院单通老师《有机光电探测器与光传感面阵集成》项目拨付测试化验加工费的公示,4/17/2026,FALSE,,FALSE,TRUE,582,500,FALSE,0.1,,,,,,,,0
51099,announcement,gwt-xingzheng,. 关于开展2026年网络与数据安全应急演练活动的通知,4/17/2026,FALSE,,FALSE,TRUE,701,484,FALSE,0.2,,,,,,,,0
51098,announcement,gwt-xuegong,. 关于做好深圳技术大学第八次学生代表大会筹备工作的通知,4/17/2026,FALSE,,FALSE,TRUE,592,482,FALSE,0.2,,,,,,,,0
51097,announcement,gwt-jiaowu,. 转发广东省教育厅关于开展2026年国家智慧教育平台全面深化应用教师数字素养提升实践活动的通知,4/17/2026,TRUE,body:举办+date,FALSE,TRUE,570,1041,FALSE,0.2,,,,,,,,1
51096,announcement,gwt-jiaowu,. 关于开展申硕材料精修工作的通知,4/17/2026,FALSE,,FALSE,TRUE,598,479,FALSE,0.2,,,,,,,,0
51095,announcement,gwt-jiaowu,. 关于组织开展硕士学位授权点申请培养方案制定工作的通知,4/17/2026,FALSE,,FALSE,TRUE,578,481,FALSE,0.1,,,,,,,,0
51094,announcement,gwt-xiaoyuan,. 关于第十六届全国大学生电子商务 “创新、创意及创业”挑战赛校赛获奖名单的公示,4/16/2026,FALSE,,FALSE,TRUE,617,491,FALSE,0.2,,,,,,,,0
51093,announcement,gwt-keyan,. 关于开展省教育科技人才一体改革第一批重点实践场景建设试点的申报通知,4/16/2026,FALSE,,FALSE,TRUE,603,485,FALSE,0.2,,,,,,,,0
51092,announcement,gwt-xingzheng,. 关于进一步加强采购需求管理的通知,4/16/2026,FALSE,,FALSE,TRUE,592,476,FALSE,0.2,,,,,,,,0
51091,announcement,gwt-xuegong,. 关于2026年秋季学期德国因戈尔施塔特应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,610,492,FALSE,0.2,,,,,,,,1
51090,announcement,gwt-xuegong,. 关于2026年秋季学期德国波恩-莱茵-锡格应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,605,494,FALSE,0.2,,,,,,,,1
51089,announcement,gwt-xuegong,. 关于2026年秋季学期德国卡尔斯鲁厄应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,608,490,FALSE,0.2,,,,,,,,1
51088,announcement,gwt-xuegong,. 关于2026年秋季学期德国维尔茨堡-施韦因富特应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,595,495,FALSE,0.2,,,,,,,,1
51087,announcement,gwt-keyan,. 关于举办“技大讲坛”第一百二十一讲的通知,4/16/2026,TRUE,title:讲坛,FALSE,TRUE,1346,867,TRUE,0.95,报告会,人工智能体涌现行为的并发理论的探索,2026-04-17T10:00,2026-04-17T11:30,深圳技术大学 D-1城市交通与物流学院楼502,,本次报告会将探讨人工智能体之间的相互作用可能引发的不可预知的涌现行为，并提出并发性是其本质成因。通过构建基于并发理论的模型框架，分析智能体安全性问题。,1
51086,announcement,gwt-keyan,. 关于城市交通与物流学院杨霞老师《数据-模型驱动的城市暴雨洪涝应急管理:多模式动态交通网络模型方法》项目拨付测试化验加工费的公示,4/16/2026,FALSE,,FALSE,TRUE,571,507,FALSE,0.1,,,,,,,,0
51085,announcement,gwt-xuegong,. 关于2026年秋季学期德国奥斯纳布吕克应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,594,491,FALSE,0.2,,,,,,,,1
51084,announcement,gwt-xuegong,. 拟发放2026届高校毕业生求职创业补贴人员公示（第十九批）,4/16/2026,FALSE,,FALSE,TRUE,591,489,FALSE,0.2,,,,,,,,1
51083,announcement,gwt-xuegong,. 关于2026年秋季学期德国纽伦堡应用技术大学交换项目报名的通知,4/16/2026,TRUE,title:交换项目,FALSE,TRUE,648,489,FALSE,0.2,,,,,,,,1
51082,announcement,gwt-xiaoyuan,. 关于举办信息素养培训的通知（讲座时间有更新）,4/16/2026,TRUE,title:讲座,FALSE,TRUE,1089,930,TRUE,0.95,讲座,信息素养培训,2026-04-21T14:30,2026-04-21T15:30,图书馆118多功能厅,,图书馆举办信息素养培训，面向人文社科和理工类本科生，介绍数字资源的使用方法。,1
51081,announcement,gwt-xiaoyuan,. 关于开展校园信息化服务综合体验调研问卷与信息化服务质量提升座谈会的通知,4/16/2026,TRUE,body:举办+date,FALSE,TRUE,1205,754,TRUE,0.95,会议,校园信息化服务质量提升座谈会,2026-05-12T14:30,2026-05-12T16:30,C5公共教学楼571会议室,通过链接或微信扫码,信息中心举办信息化服务质量提升座谈会，邀请师生参与讨论。同时开展问卷调研以收集意见。,0
51078,announcement,gwt-xiaoyuan,. 关于规范校园周边电动自行车管理的温馨提醒,4/16/2026,FALSE,,FALSE,TRUE,595,479,FALSE,0.2,,,,,,,,0
51077,announcement,gwt-xingzheng,. 关于召开巡视自查整改工作推进会的通知,4/16/2026,FALSE,,FALSE,TRUE,598,478,FALSE,0.2,,,,,,,,0
51076,announcement,gwt-xiaoyuan,. 关于清理废旧自行车的通知,4/16/2026,FALSE,,FALSE,TRUE,592,474,FALSE,0.2,,,,,,,,0
51075,announcement,gwt-xingzheng,. 关于启动2026年上半年行政人员聘期考核的通知,4/16/2026,FALSE,,FALSE,TRUE,593,482,FALSE,0.2,,,,,,,,0
51074,announcement,gwt-xingzheng,. 关于启动2026年上半年教师、实验系列人员聘期考核的通知,4/16/2026,FALSE,,FALSE,TRUE,647,485,FALSE,0.2,,,,,,,,0
51073,announcement,gwt-keyan,. 关于征集新一代人工智能国家科技重大专项人工智能驱动科学研究（AI4S）领域相关专家的通知,4/15/2026,FALSE,,FALSE,TRUE,625,489,FALSE,0.2,,,,,,,,0
51072,announcement,gwt-keyan,. 关于人工智能学院肖婧老师《基于可学习群智演化计算的模糊高阶社区发现》项目拨付测试化验加工费的公示,4/15/2026,FALSE,,FALSE,TRUE,573,500,FALSE,0.1,,,,,,,,
51071,announcement,gwt-keyan,. 关于城市交通与物流学院周伟健老师《低碳零碳混合动力关键技术研究》项目拨付测试化验加工费的公示,4/15/2026,FALSE,,FALSE,TRUE,582,498,FALSE,0.1,,,,,,,,0
51070,announcement,gwt-xingzheng,. 关于进一步加强校园消防安全工作的通知,4/15/2026,FALSE,,FALSE,TRUE,599,476,FALSE,0.2,,,,,,,,0
51069,announcement,gwt-xiaoyuan,. 【代校学生社团管理中心发】关于举办“寻声而至·春意共鸣”深圳技术大学第七届校园十大歌手决赛的通知,4/15/2026,TRUE,title:决赛,FALSE,TRUE,1213,812,TRUE,0.95,比赛,深圳技术大学第七届校园十大歌手决赛,2026-04-18T19:00,,C-4会堂,扫描二维码关注公众号获取门票,深圳技术大学第七届校园十大歌手决赛即将举行，共有十位选手进入决赛。比赛时间为2026年4月18日19:00，地点在C-4会堂。,1
51068,announcement,gwt-xingzheng,. 关于报送2026年度职工疗休养计划的通知,4/15/2026,FALSE,,FALSE,TRUE,614,482,FALSE,0.2,,,,,,,,0
51067,announcement,gwt-keyan,. 关于人工智能学院博士后出站考核报告会的通知,4/15/2026,FALSE,,FALSE,TRUE,578,480,FALSE,0.2,,,,,,,,0
51066,announcement,gwt-jiaowu,. 关于延期举行教学工作研讨会的通知,4/15/2026,FALSE,,FALSE,TRUE,602,477,FALSE,0.2,,,,,,,,0
51065,announcement,gwt-xuegong,. 关于深圳技术大学与德国维尔茨堡-施韦因富特应用技术大学2026年暑期文化交流项目报名的通知,4/14/2026,TRUE,title:报名,FALSE,TRUE,1439,1315,TRUE,0.95,其他,2026年暑期文化交流项目,2026-07-21T00:00,2026-07-29T00:00,德国维尔茨堡-施韦因富特应用技术大学,发送个人简历至赵健伟老师邮箱,深圳技术大学与德国维尔茨堡-施韦因富特应用技术大学联合举办2026年暑期文化交流项目，包含学术讲座、企业参观和城市文化考察。学生需在4月17日前报名。,1
51064,announcement,gwt-xuegong,. 关于举办2026年"5·25”大学生心理健康教育月系列活动的通知,4/14/2026,TRUE,body:举办+date,FALSE,TRUE,1076,1218,TRUE,0.95,其他,2026年'5·25'大学生心理健康教育月系列活动,5/5/2026,,,,为培育学生健康心理品质，举办多项心理主题活动，包括心理绘画、情景剧、演讲等征集活动。各学院需在规定时间内提交作品。,1
51063,announcement,gwt-jiaowu,. 关于召开教学工作研讨会的通知,4/14/2026,FALSE,,FALSE,TRUE,661,476,FALSE,0.2,,,,,,,,0
51062,announcement,gwt-keyan,. 关于开展2026年世界互联网大会领先科技奖申报和“携手构建网络空间命运共同体”实践案例征集的通知,4/14/2026,FALSE,,FALSE,TRUE,639,778,FALSE,0.2,,,,,,,,0
51061,announcement,gwt-xingzheng,. 关于开展校级重点建设学科遴选工作的通知,4/14/2026,FALSE,,FALSE,TRUE,579,1167,FALSE,0.2,,,,,,,,0
51060,announcement,gwt-xingzheng,. 关于我校部分应税服务适用简易计税方法开具发票的通知,4/14/2026,FALSE,,FALSE,TRUE,574,483,FALSE,0.2,,,,,,,,0
51059,announcement,gwt-xiaoyuan,. 关于举办2026年深圳技术大学创新创业师资能力提升训练营的通知,4/14/2026,TRUE,title:训练营,FALSE,TRUE,1351,1341,TRUE,0.95,培训,2026年深圳技术大学创新创业师资能力提升训练营,2026-04-23T00:00,2026-04-24T00:00,D3中德智能制造学院-310教室,扫码,本次训练营旨在提升教师创新创业项目培育、学生创业指导、竞赛辅导综合能力，培训时间为4月23日至24日，地点在D3中德智能制造学院-310教室。,1
51057,announcement,gwt-xingzheng,. 关于开展师德师风建设自查整改的通知,4/14/2026,FALSE,,FALSE,TRUE,653,479,FALSE,0.2,,,,,,,,0
51056,announcement,gwt-keyan,. 关于未来技术学院任昱昊博士后开题考核报告会的通知,4/14/2026,FALSE,,FALSE,TRUE,597,484,FALSE,0.2,,,,,,,,0
51055,announcement,gwt-xiaoyuan,. 第七届全国供应链大赛报名及校赛通知（供应链实战赛项&商贸供应链运营赛项）,4/14/2026,TRUE,title:大赛,FALSE,TRUE,900,534,TRUE,0.95,比赛,第七届全国供应链大赛,,,,报名方式（扫码/邮件/链接等）,第七届全国供应链大赛的报名及校赛通知发布，包含供应链实战赛项和商贸供应链运营赛项。,1
51054,announcement,gwt-xingzheng,. 关于延期开展警示教育活动的通知,4/14/2026,FALSE,,FALSE,TRUE,613,475,FALSE,0.2,,,,,,,,0
51053,announcement,gwt-keyan,. 关于增补智能电网国家科技重大专项2027年度指南编制专家的通知,4/13/2026,FALSE,,FALSE,TRUE,587,487,FALSE,0.2,,,,,,,,0
51052,announcement,gwt-keyan,. 关于集成电路与光电芯片学院丁时浩老师《抗光反射垂直腔面发射激光器的研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,587,501,FALSE,0.2,,,,,,,,0
51051,announcement,gwt-jiaowu,. 转发《关于举办“第六届高校教师教学创新大赛系列公益培训——产教融合与人工智能赛道”的通知》,4/13/2026,TRUE,title:大赛,FALSE,TRUE,1017,701,TRUE,0.85,讲座,第六届高校教师教学创新大赛系列公益培训——产教融合与人工智能赛道,,,,自行组织相关教师报名参加,本次培训为公益性质，聚焦产教融合与人工智能赛道，对教师提升教学创新能力、备赛下一届高校教师教学创新大赛具有重要指导意义。,1
51049,announcement,gwt-keyan,. 关于举办“技大讲坛”第一百二十讲的通知,4/13/2026,TRUE,title:讲坛,FALSE,TRUE,1226,1100,TRUE,0.95,报告会,技大讲坛第一百二十讲,2026-04-14T10:00,2026-04-14T12:00,深圳技术大学 B-2教学楼A101阶梯教室,,本次报告将围绕光电功能高分子的合成与加工展开，重点讨论面向显示与电子器件应用的材料设计与加工。,1
51048,announcement,gwt-xingzheng,. 关于召开2026年网络安全和信息化领导小组第二次全体会议的通知,4/13/2026,FALSE,,FALSE,TRUE,713,484,FALSE,0.2,,,,,,,,0
51047,announcement,gwt-xuegong,. 关于转发《广东省教育厅办公室关于遴选第四批广东省高校名辅导员工作室成员的通知》的通知,4/13/2026,FALSE,,FALSE,TRUE,766,490,FALSE,0.2,,,,,,,,0
51046,announcement,gwt-keyan,. 关于工程物理学院鞠立宝老师《超强涡旋激光驱动的孤立阿秒电子束和硬x射线源的研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,586,507,FALSE,0.2,,,,,,,,0
51045,announcement,gwt-keyan,. 关于工程物理学院李然老师《相对论强流电子束在固体密度等离子体中输运的动理学能量沉积机制研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,575,511,FALSE,0.2,,,,,,,,0
51043,announcement,gwt-xingzheng,. 关于开展树立和践行正确政绩观学习教育警示教育活动的通知,4/13/2026,FALSE,,FALSE,TRUE,597,483,FALSE,0.2,,,,,,,,0
51042,announcement,gwt-jiaowu,. 关于开展2025—2026第二学期研究生中期教学检查工作的通知,4/13/2026,FALSE,,FALSE,TRUE,581,489,FALSE,0.2,,,,,,,,0
51041,announcement,gwt-xingzheng,. 爱卫同行，健康随行—— 致全校师生积极参与第38个爱国卫生月活动的倡议书,4/13/2026,FALSE,,FALSE,TRUE,576,1196,FALSE,0.1,,,,,,,,0
51040,announcement,gwt-xiaoyuan,. 关于举办信息素养赋能工作坊（第一期）的通知,4/13/2026,TRUE,title:工作坊,FALSE,TRUE,1302,1267,TRUE,0.95,讲座,信息素养赋能工作坊第一期,2026-04-14T14:30,2026-04-14T15:30,图书馆307电子化培训室（C-2图书馆辅楼）,,信息素养赋能工作坊旨在提升师生在数字环境下的学术信息获取与应用能力。首期活动包含两场讲座，分别聚焦一流学科建设与IEEE科技文献检索策略。,1
51038,announcement,gwt-keyan,. 关于开展自制实验仪器设备项目结题评审及现场验收工作的通知,4/10/2026,FALSE,,FALSE,TRUE,571,484,FALSE,0.2,,,,,,,,0
51035,announcement,gwt-xiaoyuan,. 关于举办第五届“峥嵘杯”辩论赛的通知,4/10/2026,TRUE,title:辩论赛,FALSE,TRUE,1315,1091,TRUE,0.95,比赛,第五届“峥嵘杯”辩论赛,4/19/2026,5/10/2026,,联系校团委陈文婷，电话：0755-23256818,为提升学生逻辑思辨能力、语言表达能力和团队协作精神，校团委举办第五届“峥嵘杯”辩论赛，时间从4月19日至5月10日，面向全体在校本科生。,1
51034,announcement,gwt-xiaoyuan,. 关于图书借还、座位预约、查收查引等暂停服务的通知,4/10/2026,FALSE,,FALSE,TRUE,577,485,FALSE,0.2,,,,,,,,0
51033,announcement,gwt-xiaoyuan,. 关于“4·23世界读书日”超期图书逾期费豁免活动的通知,4/10/2026,FALSE,,FALSE,TRUE,585,488,FALSE,0.2,,,,,,,,0
51032,announcement,gwt-xingzheng,. 实验室安全检查通报[2026]第3期,4/10/2026,FALSE,,FALSE,TRUE,623,483,FALSE,0.2,,,,,,,,0
51031,announcement,gwt-xingzheng,. 关于统一认证系统停机维护的通知,4/10/2026,FALSE,,FALSE,TRUE,580,477,FALSE,0.2,,,,,,,,0
51030,announcement,gwt-xingzheng,. 关于报送有关材料的紧急通知,4/10/2026,FALSE,,FALSE,TRUE,591,476,FALSE,0.2,,,,,,,,0
51029,announcement,gwt-jiaowu,. 关于进一步加强公共教学楼教室节能管理工作的通知,4/10/2026,FALSE,,FALSE,TRUE,587,481,FALSE,0.2,,,,,,,,0
51027,announcement,gwt-xuegong,. 关于申请深圳大运留学基金会2026年资助学生项目的通知,4/15/2026,FALSE,,FALSE,TRUE,588,486,FALSE,0.2,,,,,,,,0
51025,announcement,gwt-xiaoyuan,. 关于举办第十六届全国大学生电子商务 “创新、创意及创业”挑战赛校赛遴选的通知,4/9/2026,TRUE,title:校赛,FALSE,TRUE,856,531,TRUE,0.95,比赛,第十六届全国大学生电子商务 '创新、创意及创业'挑战赛校赛遴选,,,,,该比赛是面向全校学生的电子商务相关竞赛，旨在选拔优秀团队参与全国赛事。,1
51022,announcement,gwt-xingzheng,. 关于表彰实验室漏水事件应急处置先进个人的通报,4/9/2026,FALSE,,FALSE,TRUE,592,480,FALSE,0.2,,,,,,,,0
51019,announcement,gwt-xiaoyuan,. 关于校医院临床心理门诊坐诊安排及预约流程的通知,4/9/2026,FALSE,,FALSE,TRUE,650,482,FALSE,0.2,,,,,,,,0
51016,announcement,gwt-xiaoyuan,. 关于举办2026年深圳技术大学体育文化节的通知,4/9/2026,TRUE,title:文化节,FALSE,TRUE,1357,728,TRUE,0.95,活动,2026年深圳技术大学体育文化节,2026-04-13T12:30,6/30/2026,综合馆、体育馆综合馆,,深圳技术大学将于2026年4月至6月举办体育文化节，包括开幕式彩排和正式开幕式。各学院需派代表参与相关活动。,1
51014,announcement,gwt-xiaoyuan,. 关于推荐参加第十五届“挑战杯”广东大学生创业计划竞赛河源“百千万工程”专项赛项目的公示,4/8/2026,FALSE,,FALSE,TRUE,774,495,FALSE,0.2,,,,,,,,1
51005,announcement,gwt-xiaoyuan,. 关于2026年深圳技术大学人工智能学院开源社区成员招募的通知,4/7/2026,TRUE,title:招募,FALSE,TRUE,1463,991,TRUE,0.9,其他,2026年深圳技术大学人工智能学院开源社区成员招募,4/7/2026,4/14/2026,,微信扫描二维码报名,深圳技术大学人工智能学院开源社区面向全校招募成员，提供技能培训、企业参访和就业推荐等福利。报名截止至2026年4月14日。,1
50997,announcement,gwt-xiaoyuan,. 2026年第一届“AI+供应链”微专业招生通知,4/7/2026,TRUE,title:微专业,FALSE,TRUE,748,484,FALSE,0.2,,,,,,,,1
50992,announcement,gwt-jiaowu,. 关于做好2026届本科毕业论文（设计）后期工作的通知,4/3/2026,FALSE,,FALSE,TRUE,684,486,FALSE,0.2,,,,,,,,0
50983,announcement,gwt-jiaowu,. 关于开展2026年学术学位硕士研究生中期综合考核工作的通知,4/3/2026,FALSE,,FALSE,TRUE,583,486,FALSE,0.2,,,,,,,,0
50960,announcement,gwt-jiaowu,. 关于2026年清明节研究生放假停课安排的通知,4/2/2026,FALSE,,FALSE,TRUE,579,484,FALSE,0.2,,,,,,,,0
50958,announcement,gwt-jiaowu,. 关于召开学院教学考核指标讨论会的通知,4/1/2026,FALSE,,FALSE,TRUE,705,479,FALSE,0.2,,,,,,,,0
50945,announcement,gwt-jiaowu,. 关于开展省级和校级教学质量与教学改革工程项目2025年度校内验收工作的通知,3/31/2026,FALSE,,FALSE,TRUE,593,491,FALSE,0.2,,,,,,,,0
50943,announcement,gwt-jiaowu,. 2026届第一次研究生学位工作温馨提示（1）：关于学位论文送审及评阅,3/31/2026,FALSE,,FALSE,TRUE,571,492,FALSE,0.2,,,,,,,,0
50936,announcement,gwt-jiaowu,. 关于2026年清明节本科生放假停课安排的通知,3/30/2026,FALSE,,FALSE,TRUE,603,484,FALSE,0.1,,,,,,,,0
50916,announcement,gwt-jiaowu,. 人工智能赋能教育教学教师工作坊（第二期）总结,3/26/2026,TRUE,title:工作坊,FALSE,TRUE,649,1309,FALSE,0.2,,,,,,,,0
50915,announcement,gwt-jiaowu,. 关于2026届本科毕业生工作的通知（4）--预毕业学生核对本人学历信息,3/26/2026,FALSE,,FALSE,TRUE,651,492,FALSE,0.1,,,,,,,,0
50914,announcement,gwt-jiaowu,. 转发《广东省教育厅关于举办2026年度广东高校思想政治理论课教师教学基本功比赛的通知》,3/26/2026,TRUE,title:比赛,FALSE,TRUE,600,758,FALSE,0.2,,,,,,,,1
50910,announcement,gwt-jiaowu,. 关于组织申报2026年度科技创新竞赛经费预算的通知,3/25/2026,FALSE,,FALSE,TRUE,589,483,FALSE,0.2,,,,,,,,0
