articleId,channelId,sourceId,title,publishDate,passedPreFilter,preFilterReason,fromCache,calledAi,durationMs,tokens,isActivity,confidence,type,activityTitle,startAt,endAt,location,registration,summary,isActivity
51053,announcement,gwt-keyan,. 关于增补智能电网国家科技重大专项2027年度指南编制专家的通知,4/13/2026,FALSE,,FALSE,TRUE,531,1220,FALSE,0.95,,,,,,,,0
51052,announcement,gwt-keyan,. 关于集成电路与光电芯片学院丁时浩老师《抗光反射垂直腔面发射激光器的研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,499,1234,FALSE,0.95,,,,,,,,0
51051,announcement,gwt-jiaowu,. 转发《关于举办“第六届高校教师教学创新大赛系列公益培训——产教融合与人工智能赛道”的通知》,4/13/2026,TRUE,title:大赛,FALSE,TRUE,732,1413,TRUE,0.92,培训,第六届高校教师教学创新大赛系列公益培训——产教融合与人工智能赛道,,,,自行组织报名,第六届高校教师教学创新大赛系列公益培训，聚焦产教融合与人工智能赛道。,1
51049,announcement,gwt-keyan,. 关于举办“技大讲坛”第一百二十讲的通知,4/13/2026,TRUE,title:讲坛,FALSE,TRUE,1029,1831,TRUE,0.98,讲座,技大讲坛第一百二十讲,2026-04-14T10:00,2026-04-14T12:00,深圳技术大学 B-2教学楼A101阶梯教室,,技大讲坛第120讲，主题为光电功能高分子的合成与加工，由马於光院士主讲。,1
51048,announcement,gwt-xingzheng,. 关于召开2026年网络安全和信息化领导小组第二次全体会议的通知,4/13/2026,FALSE,,FALSE,TRUE,401,1217,FALSE,0.95,,,,,,,,0
51047,announcement,gwt-xuegong,. 关于转发《广东省教育厅办公室关于遴选第四批广东省高校名辅导员工作室成员的通知》的通知,4/13/2026,FALSE,,FALSE,TRUE,507,1223,FALSE,0.95,,,,,,,,0
51046,announcement,gwt-keyan,. 关于工程物理学院鞠立宝老师《超强涡旋激光驱动的孤立阿秒电子束和硬x射线源的研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,508,1240,FALSE,0.95,,,,,,,,0
51045,announcement,gwt-keyan,. 关于工程物理学院李然老师《相对论强流电子束在固体密度等离子体中输运的动理学能量沉积机制研究》项目拨付测试化验加工费的公示,4/13/2026,FALSE,,FALSE,TRUE,420,1244,FALSE,0.95,,,,,,,,0
51043,announcement,gwt-xingzheng,. 关于开展树立和践行正确政绩观学习教育警示教育活动的通知,4/13/2026,FALSE,,FALSE,TRUE,464,1216,FALSE,0.95,,,,,,,,0
51042,announcement,gwt-jiaowu,. 关于开展2025—2026第二学期研究生中期教学检查工作的通知,4/13/2026,FALSE,,FALSE,TRUE,497,1222,FALSE,0.95,,,,,,,,0
51041,announcement,gwt-xingzheng,. 爱卫同行，健康随行—— 致全校师生积极参与第38个爱国卫生月活动的倡议书,4/13/2026,FALSE,,FALSE,TRUE,434,1929,FALSE,0.95,,,,,,,,0
51040,announcement,gwt-xiaoyuan,. 关于举办信息素养赋能工作坊（第一期）的通知,4/13/2026,TRUE,title:工作坊,FALSE,TRUE,1411,2041,TRUE,0.98,讲座,信息素养赋能工作坊（第一期）,2026-04-14T14:30,2026-04-14T15:30,图书馆307电子化培训室（C-2图书馆辅楼）,联系人：张老师，联系电话：0755-23256135,信息素养赋能工作坊第一期第一场，主题为《数据驱动下的一流学科建设与影响力提升策略》，时间2026年4月14日14:30-15:30，地点图书馆307电子化培训室。,1
51038,announcement,gwt-keyan,. 关于开展自制实验仪器设备项目结题评审及现场验收工作的通知,4/10/2026,FALSE,,FALSE,TRUE,532,1217,FALSE,0.95,,,,,,,,0
51035,announcement,gwt-xiaoyuan,. 关于举办第五届“峥嵘杯”辩论赛的通知,4/10/2026,TRUE,title:辩论赛,FALSE,TRUE,820,1775,TRUE,0.95,比赛,第五届“峥嵘杯”辩论赛,4/19/2026,5/10/2026,,,第五届“峥嵘杯”辩论赛，4月19日至5月10日举行。,1
51034,announcement,gwt-xiaoyuan,. 关于图书借还、座位预约、查收查引等暂停服务的通知,4/10/2026,FALSE,,FALSE,TRUE,393,1218,FALSE,0.95,,,,,,,,0
51033,announcement,gwt-xiaoyuan,. 关于“4·23世界读书日”超期图书逾期费豁免活动的通知,4/10/2026,FALSE,,FALSE,TRUE,466,1221,FALSE,0.95,,,,,,,,0
51032,announcement,gwt-xingzheng,. 实验室安全检查通报[2026]第3期,4/10/2026,FALSE,,FALSE,TRUE,414,1216,FALSE,0.95,,,,,,,,0
51031,announcement,gwt-xingzheng,. 关于统一认证系统停机维护的通知,4/10/2026,FALSE,,FALSE,TRUE,434,1210,FALSE,0.95,,,,,,,,0
51030,announcement,gwt-xingzheng,. 关于报送有关材料的紧急通知,4/10/2026,FALSE,,FALSE,TRUE,417,1209,FALSE,0.95,,,,,,,,0
51029,announcement,gwt-jiaowu,. 关于进一步加强公共教学楼教室节能管理工作的通知,4/10/2026,FALSE,,FALSE,TRUE,412,1214,FALSE,0.95,,,,,,,,0
51027,announcement,gwt-xuegong,. 关于申请深圳大运留学基金会2026年资助学生项目的通知,4/15/2026,FALSE,,FALSE,TRUE,655,1252,TRUE,0.85,招募,深圳大运留学基金会2026年资助学生项目,,,,申请,申请深圳大运留学基金会2026年资助学生项目。,0
51025,announcement,gwt-xiaoyuan,. 关于举办第十六届全国大学生电子商务 “创新、创意及创业”挑战赛校赛遴选的通知,4/9/2026,TRUE,title:校赛,FALSE,TRUE,611,1250,TRUE,0.92,比赛,第十六届全国大学生电子商务挑战赛校赛遴选,,,,,第十六届全国大学生电子商务挑战赛校赛遴选活动。,1
51022,announcement,gwt-xingzheng,. 关于表彰实验室漏水事件应急处置先进个人的通报,4/9/2026,FALSE,,FALSE,TRUE,476,1213,FALSE,0.95,,,,,,,,0
51019,announcement,gwt-xiaoyuan,. 关于校医院临床心理门诊坐诊安排及预约流程的通知,4/9/2026,FALSE,,FALSE,TRUE,427,1215,FALSE,0.95,,,,,,,,0
51016,announcement,gwt-xiaoyuan,. 关于举办2026年深圳技术大学体育文化节的通知,4/9/2026,TRUE,title:文化节,FALSE,TRUE,1341,1475,TRUE,0.95,活动,深圳技术大学体育文化节,2026-04-13T12:30,6/30/2026,综合馆/体育馆综合馆,,2026年深圳技术大学体育文化节将于4月至6月举行，开幕式彩排于4月13日中午12:30在综合馆举行，开幕式于4月14日下午14:30在体育馆综合馆举行。,1
51014,announcement,gwt-xiaoyuan,. 关于推荐参加第十五届“挑战杯”广东大学生创业计划竞赛河源“百千万工程”专项赛项目的公示,4/8/2026,FALSE,,FALSE,TRUE,420,1228,FALSE,0.95,,,,,,,,0
51005,announcement,gwt-xiaoyuan,. 关于2026年深圳技术大学人工智能学院开源社区成员招募的通知,4/7/2026,TRUE,title:招募,FALSE,TRUE,1399,1711,TRUE,0.92,招募,深圳技术大学人工智能学院开源社区成员招募,,4/14/2026,,微信扫码报名，截止 4月14日12:00,深圳技术大学人工智能学院开源社区面向全校招募成员，截止时间为2026年4月14日12:00。,1
50997,announcement,gwt-xiaoyuan,. 2026年第一届“AI+供应链”微专业招生通知,4/7/2026,TRUE,title:微专业,FALSE,TRUE,725,1250,TRUE,0.92,微专业招生,2026年第一届“AI+供应链”微专业,,,,,2026年第一届“AI+供应链”微专业招生。,1
50992,announcement,gwt-jiaowu,. 关于做好2026届本科毕业论文（设计）后期工作的通知,4/3/2026,FALSE,,FALSE,TRUE,416,1219,FALSE,0.95,,,,,,,,0
50983,announcement,gwt-jiaowu,. 关于开展2026年学术学位硕士研究生中期综合考核工作的通知,4/3/2026,FALSE,,FALSE,TRUE,479,1219,FALSE,0.95,,,,,,,,0
